Ward,Suburb,Property_Code,Park_Name,Node_Id,Node_Name,Item_Id,Item_Type,Item_Description,Latitude,Longitude,Easting,Northing
CALAMVALE,CALAMVALE,D1242,GOWAN ROAD PARK,30928,GOWAN RD 2ND PICNIC AREA,67100,TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.6310351,153.0567892,505603,6943667
CALAMVALE,CALAMVALE,D1242,GOWAN ROAD PARK,11745,GOWAN RD PLAYGROUND,31371,TAP COMBINATION,BUBBLER & TAP,-27.6314831,153.0576178,505684,6943618
CALAMVALE,CALAMVALE,D1347,CURRAJONG STREET PARK,11690,CURRAJONG ST PLAYGROUND,132346,TAP COMBINATION,BUBBLER & TAP,-27.6175846,153.0526752,505197,6945157
CALAMVALE,CALAMVALE,D1750,BORAGE PLACE PARK,11511,BORAGE PL PLAYGROUND,131068,TAP COMBINATION,TAP COMBINATION,-27.6288310,153.0503225,504965,6943912
CALAMVALE,DREWVALE,D1874,KARAWATHA FOREST SOUTH,26695,TAMARISK WAY PICNIC AREA,25142,TAP COMBINATION,BUBBLER & TAP,-27.6428561,153.0476923,504705,6942358
CALAMVALE,DREWVALE,D1940,MUSCARI CRESCENT PARK,11613,BALANCE OF PARK,52818,TAP COMBINATION,BUBBLER & 2 TAPS,-27.6407992,153.0462032,504558,6942586
CALAMVALE,DREWVALE,D2912,LAPFORD PARK,31909,BALANCE OF PARK,175177,TAP COMBINATION,BUBBLER & 2 TAPS,-27.6518170,153.0497971,504912,6941366
CALAMVALE,KARAWATHA,D1247,KARAWATHA FOREST PARK,11742,ACACIA PICNIC AREA,192480,TAP COMBINATION,BUBBLER & TAP,-27.6235053,153.0912091,508999,6944499
CALAMVALE,KARAWATHA,D1247,KARAWATHA FOREST PARK,11742,ACACIA PICNIC AREA,13149,TAP COMBINATION,BUBBLER & TAP,-27.6232634,153.0914299,509021,6944526
CALAMVALE,KARAWATHA,D1247,KARAWATHA FOREST PARK,11742,ACACIA PICNIC AREA,192659,TAP COMBINATION,"DRINKING FOUNTAIN, 2 TAPS, DOG BOWL",-27.6237560,153.0931414,509190,6944472
CALAMVALE,KARAWATHA,D1247,KARAWATHA FOREST PARK,23862,KARAWATHA BUSHLAND (EAST OF POWER EASEMENT),192467,TAP COMBINATION,BUBBLER & 2 TAPS,-27.6337711,153.0955292,509424,6943362
RUNCORN,RUNCORN,D0672,WILLIAMS PARK,19114,WILLIAMS PK PICNIC AREA,124245,TAP COMBINATION,BUBBLER & TAP,-27.6027142,153.0709762,507004,6946804
RUNCORN,RUNCORN,D0802,GROVE PARK,30255,GROVE PK PICNIC AREA,10017,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5998160,153.0783002,507727,6947124
RUNCORN,RUNCORN,D0845,SHIRLEY SESTER PARK,18966,BALANCE OF PARK,119011,TAP COMBINATION,BUBBLER & 2 TAPS,-27.6035225,153.0779084,507688,6946714
RUNCORN,RUNCORN,D1207,LEXUS STREET PARK,30257,LEXUS ST PICNIC AREA,12665,TAP COMBINATION,BUBBLER & TAP,-27.6005025,153.0747944,507381,6947048
RUNCORN,RUNCORN,D1208,GLENEFER STREET PARK,18832,BALANCE OF PARK,124174,TAP COMBINATION,BUBBLER & TAP,-27.6004258,153.0690530,506814,6947057
RUNCORN,RUNCORN,D1465,MAYNARD PLACE PARK,18840,MAYNARD PLACE PLAYGROUND,118911,TAP COMBINATION,BUBBLER & TAP,-27.6061840,153.0716919,507074,6946419
CALAMVALE,STRETTON,D1013,PRESIDENTIAL PARK,11845,PRESIDENTIAL PK PICNIC AREA,132201,TAP COMBINATION,BUBBLER & TAP,-27.6135383,153.0719486,507099,6945605
CALAMVALE,STRETTON,D1073,REGENCY PLACE PARK (NO.16),26543,LANCASTER CIRCUIT PICNIC AREA,23777,TAP COMBINATION,BUBBLER & TAP,-27.6167858,153.0751265,507413,6945245
CALAMVALE,STRETTON,D1120,STRETTON COMMUNITY PARK,11860,STRETTON COMMUNITY PK PICNIC AREA,132226,TAP COMBINATION,TAP COMBINATION,-27.6176160,153.0686150,506770,6945153
CALAMVALE,STRETTON,D1120,STRETTON COMMUNITY PARK,11860,STRETTON COMMUNITY PK PICNIC AREA,132227,TAP COMBINATION,TAP COMBINATION,-27.6176028,153.0688511,506793,6945155
CALAMVALE,STRETTON,D2125,HAWTHORN AVENUE PARK,11497,BALANCE OF PARK,132180,TAP COMBINATION,BUBBLER & TAP,-27.6275699,153.0615002,506068,6944051
CALAMVALE,STRETTON,D3652,STRETTON WETLAND RESERVE,11743,THE PARKWAY PLAYGROUND & ROTUNDA,188011,TAP COMBINATION,BUBBLER & TAP,-27.6312260,153.0587194,505793,6943646
RUNCORN,SUNNYBANK HILLS,D0687,WESTAWAY PARK,19084,BALANCE OF PARK,184269,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5911639,153.0525397,505185,6948084
RUNCORN,SUNNYBANK HILLS,D0687,WESTAWAY PARK,19084,BALANCE OF PARK,184212,TAP COMBINATION,TAP COMBINATION,-27.5905041,153.0525596,505187,6948157
RUNCORN,SUNNYBANK HILLS,D0753,JACK PYLE PARK,19932,JACK PYLE PK PICNIC AREA,173321,TAP COMBINATION,BUBBLER & 2 TAPS,-27.6021083,153.0623654,506154,6946871
RUNCORN,SUNNYBANK HILLS,D0753,JACK PYLE PARK,19932,JACK PYLE PK PICNIC AREA,46616,TAP COMBINATION,BUBBLER 2 TAPS & DOG BOWL,-27.6025104,153.0628303,506200,6946827
RUNCORN,SUNNYBANK HILLS,D0767,BENDELL PARK,19046,BENDELL PK PLAYGROUND,170841,TAP COMBINATION,BUBBLER & TAP,-27.5921677,153.0545426,505383,6947973
RUNCORN,SUNNYBANK HILLS,D0776,HONEYWOOD STREET PARK,19034,HONEYWOOD ST PLAYGROUND,13078,TAP COMBINATION,BUBBLER & TAP,-27.6102395,153.0591907,505841,6945971
RUNCORN,SUNNYBANK HILLS,D0797,PEPPERCORN STREET PARK,19018,BALANCE OF PARK,47395,TAP COMBINATION,BUBBLER 2 TAPS & DOG BOWL,-27.6051757,153.0578376,505707,6946532
RUNCORN,SUNNYBANK HILLS,D0819,FALSTAFF STREET PARK,19000,FALSTAFF ST HALF COURT & REBOUND WALL,23747,TAP COMBINATION,BUBBLER & 2 TAPS,-27.6062503,153.0517653,505108,6946413
RUNCORN,SUNNYBANK HILLS,D0822,PATERSON PARK,18994,BALANCE OF PARK,21061,TAP COMBINATION,BUBBLER & 2 TAPS,-27.6029082,153.0527708,505207,6946783
RUNCORN,SUNNYBANK HILLS,D0830,BORELLA ROAD PARK,18989,BALANCE OF PARK,3683,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5974373,153.0537314,505303,6947389
RUNCORN,SUNNYBANK HILLS,D0876,BOORAL STREET PARK,18958,BOORAL ST PLAYGROUND,171025,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5963473,153.0621956,506138,6947509
RUNCORN,SUNNYBANK HILLS,D0913,HOLDEN PARK,18947,HOLDEN PK PLAYGROUND,7503,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.5952499,153.0423773,504182,6947632
RUNCORN,SUNNYBANK HILLS,D1032,SYMONS ROAD PARK,19082,SYMONS RD PLAYGROUND,170848,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5958274,153.0572118,505646,6947567
RUNCORN,SUNNYBANK HILLS,D1091,GIBBINS STREET PARK,19068,GIBBINS ST PLAYGROUND,35208,TAP COMBINATION,BUBBLER & TAP,-27.6043352,153.0519803,505129,6946625
RUNCORN,SUNNYBANK HILLS,D1165,ROBERT MITCHELL PARK,18812,DUTTON RD PICNIC AREA,9121,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5832035,153.0419371,504139,6948966
RUNCORN,SUNNYBANK HILLS,D1185,LYNELLE STREET PARK (LOT 300),18789,LYNELLE ST PLAYGROUND,20323,TAP COMBINATION,BUBBLER & TAP,-27.6022673,153.0507311,505006,6946854
RUNCORN,SUNNYBANK HILLS,D1299,BENBEK CIRCUIT PARK,18825,BENBEK CRCT PLAYGROUND,18491,TAP COMBINATION,BUBBLER & 2 TAPS,-27.6012654,153.0427408,504218,6946965
RUNCORN,SUNNYBANK HILLS,D1830,COVENTRY PLACE PARK,18767,COVENTRY PLACE FORMAL LANDSCAPE,31470,TAP COMBINATION,BUBBLER & 2 TAPS,-27.6018659,153.0538025,505309,6946899
MACGREGOR,EIGHT MILE PLAINS,D0632,PRIESTDALE ROAD PARK (NO.2596),20546,BALANCE OF PARK,45449,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5836765,153.0995238,509823,6948911
MACGREGOR,EIGHT MILE PLAINS,D0742,SUMMERGLEN PARK,20633,BALANCE OF PARK,161679,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,-27.5896409,153.0894046,508824,6948251
MACGREGOR,EIGHT MILE PLAINS,D0742,SUMMERGLEN PARK,20632,SUMMERGLEN PK PLAYGROUND,170702,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5896369,153.0894044,508824,6948251
MACGREGOR,EIGHT MILE PLAINS,D0775,NORUP PARK,20480,NORUP PK PLAYGROUND,13033,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5872456,153.0881652,508701,6948516
MACGREGOR,EIGHT MILE PLAINS,D0775,NORUP PARK,20477,BALANCE OF PARK,161922,TAP COMBINATION,BUBBLER & TAP,-27.5872502,153.0881814,508703,6948516
MACGREGOR,EIGHT MILE PLAINS,D0785,GAGARRA STREET PARK,20472,BALANCE OF PARK,28342,TAP COMBINATION,BUBBLER & TAP,-27.5825500,153.0886998,508755,6949036
MACGREGOR,EIGHT MILE PLAINS,D1148,ALLARA PLACE PARK,27549,ALLARA PLACE PICNIC AREA,20131,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5830354,153.0965496,509529,6948982
MACGREGOR,EIGHT MILE PLAINS,D1148,ALLARA PLACE PARK,20376,BALANCE OF PARK,161923,TAP COMBINATION,BUBBLER & TAP,-27.5830447,153.0965301,509527,6948981
MACGREGOR,EIGHT MILE PLAINS,D1184,DEWBERRY CLOSE PARK,20370,DEWBERRY CLOSE PLAYGROUND,20317,TAP COMBINATION,BUBBLER & TAP,-27.5859964,153.0859415,508482,6948655
MACGREGOR,EIGHT MILE PLAINS,D1212,JACARANDA PLACE PARK,20420,JACARANDA PLACE PLAYGROUND,183734,TAP COMBINATION,TAP COMBINATION,-27.5763343,153.0823278,508126,6949725
MACGREGOR,EIGHT MILE PLAINS,D1961,BUCKINGHAM PLACE PARK,31789,MANCHESTER ST PICNIC AREA,170725,TAP COMBINATION,BUBBLER & TAP,-27.5751316,153.0966012,509535,6949857
MACGREGOR,EIGHT MILE PLAINS,D2077,KAOHSIUNG PARK,22971,HIGHVALE ST PLAYGROUND,170718,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5834451,153.0804286,507938,6948938
MACGREGOR,KURABY,D0685,WALLY TATE PARK,19103,WALLY TATE PK SKATE FACILITY,28885,TAP COMBINATION,BUBBLER & TAP,-27.6042645,153.0925236,509130,6946631
MACGREGOR,KURABY,D0685,WALLY TATE PARK,19918,BESLINE ST SHARED BIKEWAY & PATH NETWORK,2877,TAP COMBINATION,BUBBLER & TAP,-27.5992459,153.0955731,509432,6947186
RUNCORN,KURABY,D1523,KING STREET PARK,29943,KING ST PICNIC AREA,27374,TAP COMBINATION,BUBBLER & VANDAL PROOF TAP,-27.6038573,153.1019154,510057,6946675
RUNCORN,KURABY,D1523,KING STREET PARK,18782,KING ST PLAYGROUND,115601,TAP COMBINATION,BUBBLER & TAP,-27.6034756,153.1023444,510099,6946717
RUNCORN,KURABY,D1551,SVOBODA PARK,18913,SVOBADA PK DISTRICT PLAYGROUND,33981,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.6053656,153.0979220,509663,6946508
RUNCORN,KURABY,D1551,SVOBODA PARK,18915,SVOBODA PK PICNIC AREA,35252,TAP COMBINATION,BUBBLER & TAP,-27.6056002,153.0975729,509628,6946482
RUNCORN,KURABY,D1551,SVOBODA PARK,18915,SVOBODA PK PICNIC AREA,115753,TAP COMBINATION,BUBBLER & TAP,-27.6052947,153.0981195,509682,6946516
MACGREGOR,MACGREGOR,D0558,WHIPBIRD PARK,22284,MIMOSA & BULIMBA CK BUSHCARE GP RESTORATION SITE,183774,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5722178,153.0778922,507689,6950181
MACGREGOR,MACGREGOR,D0559,D.M.HENDERSON PARK,20555,GRANADILLA ST DOG OFF LEASH AREA,45401,TAP COMBINATION,BUBBLER 2 TAPS & DOG BOWL,-27.5694760,153.0720472,507112,6950485
MACGREGOR,MACGREGOR,D1087,DELFIN STREET PARK,20509,DELFIN ST PLAYGROUND,4608,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.5667696,153.0689229,506804,6950785
RUNCORN,RUNCORN,D0810,HOLLYMAN PARK,19004,BALANCE OF PARK,122420,TAP COMBINATION,BUBBLER & TAP,-27.5888680,153.0725092,507156,6948337
RUNCORN,RUNCORN,D0921,JUDITH COURT PARK,18934,JUDITH CT PLAYGROUND,122554,TAP COMBINATION,BUBBLER & TAP,-27.5932225,153.0791998,507816,6947855
RUNCORN,SUNNYBANK,D0572,LES ATKINSON PARK,19144,PENDANA PLAYGROUND (WOFF ST),31156,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.5853696,153.0572480,505650,6948726
RUNCORN,SUNNYBANK,D0572,LES ATKINSON PARK,19135,BEENLEIGH RD ACTIVITY SPACE & FITNESS STATION,115220,TAP COMBINATION,BUBBLER & TAP,-27.5827800,153.0515524,505088,6949013
RUNCORN,SUNNYBANK,D0572,LES ATKINSON PARK,19140,BEENLEIGH RD PICNIC AREA,31155,TAP COMBINATION,BUBBLER & TAP,-27.5831869,153.0518667,505119,6948968
RUNCORN,SUNNYBANK,D0572,LES ATKINSON PARK,29927,LES ATKINSON PK (WETLANDS) PICNIC AREA,48570,TAP COMBINATION,BUBBLER 2 TAPS & DOG BOWL,-27.5832761,153.0529027,505221,6948958
RUNCORN,SUNNYBANK,D0576,YUGARAPUL PARK,19171,JACINDA ST PLAYGROUND,36945,TAP COMBINATION,BUBBLER & TAP,-27.5775742,153.0752107,507424,6949588
RUNCORN,SUNNYBANK,D0576,YUGARAPUL PARK,19172,BALANCE OF PARK,44441,TAP COMBINATION,BUBBLER & TAP,-27.5756790,153.0754086,507443,6949798
RUNCORN,SUNNYBANK,D0664,YIMBUN PARK,19122,YIMBUN PK DOG OFF LEASH AREA,30777,TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.5738170,153.0733832,507243,6950004
RUNCORN,SUNNYBANK,D0664,YIMBUN PARK,19124,BALANCE OF PARK,44457,TAP COMBINATION,BUBBLER & TAP,-27.5737883,153.0734392,507249,6950008
RUNCORN,SUNNYBANK,D0664,YIMBUN PARK,19122,YIMBUN PK DOG OFF LEASH AREA,36812,TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.5747404,153.0755606,507458,6949902
RUNCORN,SUNNYBANK,D0664,YIMBUN PARK,26686,YIMBUN PK BIKEWAY,36946,TAP COMBINATION,BUBBLER & TAP,-27.5740219,153.0756342,507466,6949982
RUNCORN,SUNNYBANK,D0788,COOLIBAH PARK,19024,BALANCE OF PARK,142269,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5744283,153.0650955,506425,6949937
RUNCORN,SUNNYBANK,D0915,GAGER STREET PARK,18939,GAGER ST PLAYGROUND,115477,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5779682,153.0570948,505635,6949546
MOOROOKA,ACACIA RIDGE,D0563,MORTIMER ROAD PARK,11952,MORTIMER RD DISTRICT PLAYGROUND,34003,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.5779498,153.0168015,501658,6949549
MOOROOKA,ACACIA RIDGE,D0563,MORTIMER ROAD PARK,22464,MORTIMER RD PICNIC AREA,173077,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5770600,153.0162681,501606,6949647
MOOROOKA,ACACIA RIDGE,D0563,MORTIMER ROAD PARK,32765,SOUTHS ACACIA NETBALL FACILITY,173163,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5767973,153.0170073,501679,6949676
MOOROOKA,ACACIA RIDGE,D0568,GRENIER PARK,11943,GRENIER PK PLAYGROUND,41136,BUBBLER/DRINKING FOUNTAIN,DIABLED ACCESS BUBBLER,-27.5795329,153.0191930,501894,6949373
MOOROOKA,ACACIA RIDGE,D0569,NORMA CROKER PARK,11937,BALANCE OF PARK,31138,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5861990,153.0145864,501440,6948635
MOOROOKA,ACACIA RIDGE,D0570,C.A.O SULLIVAN PARK,31851,BEAUDESERT RD BASKETBALL & SKATE FACILITY,31145,BUBBLER/DRINKING FOUNTAIN,BUBBLER - DISABLED ACCESS,-27.5856412,153.0260316,502569,6948697
MOOROOKA,ACACIA RIDGE,D0570,C.A.O SULLIVAN PARK,24466,WRAY ST PICNIC AREA,173552,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5867430,153.0242560,502394,6948575
MOOROOKA,ACACIA RIDGE,D0570,C.A.O SULLIVAN PARK,11926,BALANCE OF PARK,173385,TAP COMBINATION,BUBBLER & TAP,-27.5868475,153.0250894,502476,6948563
MOOROOKA,ACACIA RIDGE,D0579,MARNHAM STREET PARK,11964,MITCHELL ST DOG OFF LEASH AREA,30086,TAP COMBINATION,BUBBLER 2 TAPS & DOG BOWL,-27.5931690,153.0262582,502591,6947863
MOOROOKA,ARCHERFIELD,D1145,KERRY ROAD PARK,30355,LAVELLE ST PICNIC AREA,122267,TAP COMBINATION,BUBBLER & TAP,-27.5694526,153.0204812,502022,6950490
MOOROOKA,COOPERS PLAINS,D0730,BERYL ROBERTS PARK,17106,BARHAM ST PICNIC AREA,36937,TAP COMBINATION,BUBBLER & TAP,-27.5663500,153.0417974,504126,6950833
MOOROOKA,COOPERS PLAINS,D0730,BERYL ROBERTS PARK,17100,ARRUNGA ST DOG OFF LEASH AREA,50559,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5657997,153.0435971,504304,6950894
MOOROOKA,COOPERS PLAINS,D1472,THE VILLAGE AVENUE PARK,16783,THE VILLAGE AVE PLAYGROUND,24887,TAP COMBINATION,BUBBLER & TAP,-27.5690101,153.0423830,504184,6950538
MOOROOKA,MOOROOKA,D0384,STIMPSON PARK,17093,TOILET PUBLIC,2319,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.5254600,153.0228366,502255,6955363
MOOROOKA,MOOROOKA,D0384,STIMPSON PARK,17093,TOILET PUBLIC,35658,TAP COMBINATION,BUBBLER & TAP,-27.5255481,153.0226818,502240,6955353
MOOROOKA,MOOROOKA,D0385,POINCIANA PARK,17086,POINCIANA PK PLAYGROUND,85454,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5249766,153.0237617,502346,6955416
MOOROOKA,MOOROOKA,D0386,MOOLABIN PARK,17082,BALANCE OF PARK,85507,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5283836,153.0255100,502519,6955039
MOOROOKA,MOOROOKA,D0387,KOALA PARK,24485,KOALA PK COMMUNITY GARDEN,85657,BUBBLER/DRINKING FOUNTAIN,DIABLED ACCESS BUBBLER,-27.5304652,153.0284127,502806,6954808
MOOROOKA,MOOROOKA,D0388,PEGG'S PARK,17071,TWAHAMWE COTTAGE,85632,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5320617,153.0309479,503056,6954631
MOOROOKA,MOOROOKA,D0388,PEGG'S PARK,17069,THE GAP SCOUT,85607,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5323343,153.0315408,503114,6954601
MOOROOKA,MOOROOKA,D0540,VETERANS PARK,16995,VETERANS PK PLAYGROUND,10610,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.5399566,153.0168655,501665,6953757
MOOROOKA,MOOROOKA,D0541,TONKS STREET PARK,16990,BALANCE OF PARK,48798,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5399426,153.0191030,501886,6953759
MOOROOKA,MOOROOKA,D0542,ALEXANDER PARK,16985,BALANCE OF PARK,85390,TAP COMBINATION,BUBBLER & TAP,-27.5387935,153.0246575,502435,6953886
MOOROOKA,MOOROOKA,D1790,LUXWORTH PLACE (ROAD RESERVE),16725,BALANCE OF PARK,25827,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.5319777,153.0240145,502371,6954641
MOOROOKA,NATHAN,D0545,TOOHEY FOREST PARK,23844,TOOHEY PICNIC AREA,42207,TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.5370673,153.0420093,504148,6954077
MOOROOKA,NATHAN,D0545,TOOHEY FOREST PARK,23849,SHIRE RD CONS RES TO TOOHEY RIDGE,30979,TAP COMBINATION,BUBBLER & TAP,-27.5372272,153.0532163,505255,6954058
MOOROOKA,SALISBURY,D0553,SALISBURY RECREATION RESERVE,28973,AINSWORTH ST PICNIC AREA,79891,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5506854,153.0363002,503584,6952568
MOOROOKA,SALISBURY,D0553,SALISBURY RECREATION RESERVE,16925,AINSWORTH ST PLAYGROUND,31074,TAP COMBINATION,BUBBLER & TAP,-27.5462103,153.0374795,503700,6953064
MOOROOKA,SALISBURY,D0553,SALISBURY RECREATION RESERVE,16927,EVANS RD DOG OFF LEASH AREA,29983,TAP COMBINATION,BUBBLER & TAP,-27.3303586,153.0363356,503594,6976973
MOOROOKA,SALISBURY,D0553,SALISBURY RECREATION RESERVE,16936,RUSS HALL PK SHARED PATHWAY,25835,TAP COMBINATION,BUBBLER & TAP,-27.5475491,153.0380476,503756,6952916
MOOROOKA,SALISBURY,D0554,ROSEBANK SQUARE,16923,ROSEBANK SQ PLAYGROUND,15683,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.5555209,153.0429715,504242,6952033
MOOROOKA,SALISBURY,D0555,LILLIAN AVENUE PARK,16915,LILLIAN AV PLAYGROUND,15716,TAP COMBINATION,BUBBLER & TAP (ANTIVANDAL),-27.5557331,153.0381435,503766,6952009
MOOROOKA,SALISBURY,D1436,ASSEMBLY STREET PARK,28989,ASSEMBLEY ST SOCCER FACILITY (PARTLY ON ED QLD LAND),79938,TAP COMBINATION,TAP COMBINATION,-27.5479548,153.0254030,502508,6952871
HOLLAND PARK,TARRAGINDI,D0398,SHAFTESBURY STREET PARK,16517,LAURA ST PICNIC AREA,82746,TAP COMBINATION,BUBBLER & TAP,-27.5187647,153.0408672,504036,6956104
HOLLAND PARK,TARRAGINDI,D0398,SHAFTESBURY STREET PARK,17047,SHAFTESBURY ST DOG OFF LEASH AREA,82803,TAP COMBINATION,BUBBLER & TAP IN SMALL DOLA,-27.5192412,153.0415482,504103,6956051
HOLLAND PARK,TARRAGINDI,D0398,SHAFTESBURY STREET PARK,17047,SHAFTESBURY ST DOG OFF LEASH AREA,82804,TAP COMBINATION,BUBBLER & TAP,-27.5196885,153.0416152,504110,6956002
HOLLAND PARK,TARRAGINDI,D0403,MOORBELL STREET PARK,28969,MOORBELL ST PICNIC AREA,79883,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5335751,153.0519575,505130,6954463
HOLLAND PARK,TARRAGINDI,D1286,MONASH ROAD PARK (ROAD RESERVE),15699,BALANCE OF PARK,28219,TAP COMBINATION,BUBBLER & TAP,-27.5343263,153.0570061,505629,6954380
CALAMVALE,ALGESTER,D0644,TIMBERLAND PARK,11914,TIMBERLAND PK PLAYGROUND,1693,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.6141510,153.0345880,503413,6945538
CALAMVALE,ALGESTER,D0678,COL BENNET PARK,11907,YORELL ST PLAYGROUND,119127,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.6163797,153.0282511,502787,6945292
CALAMVALE,ALGESTER,D0765,ENDIANDRA STREET PARK,22363,RIDGEWOOD RD DOG OFF LEASH AREA,49544,TAP COMBINATION,BUBBLER 2 TAPS & DOG BOWL,-27.6169485,153.0292973,502891,6945229
CALAMVALE,CALAMVALE,D1353,BEAUDESERT ROAD PARK,11679,CALAMVALE (BEAUDESERT RD) SPORTING FIELDS,132043,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,-27.6249968,153.0455083,504490,6944337
CALAMVALE,CALAMVALE,D1353,BEAUDESERT ROAD PARK,11679,CALAMVALE (BEAUDESERT RD) SPORTING FIELDS,132042,TAP COMBINATION,BUBBLER & TAP,-27.6261292,153.0454624,504485,6944211
CALAMVALE,CALAMVALE,D1353,BEAUDESERT ROAD PARK,11680,CALAMVALE LEOPARDS AUSSIE RULES CLUBHOUSE,132065,TAP COMBINATION,BUBBLER & TAP,-27.6288548,153.0456854,504507,6943909
CALAMVALE,CALAMVALE,D1463,HAMISH STREET PARK,21161,HAMISH ST PICNIC AREA,34423,TAP COMBINATION,BUBBLER,-27.6185704,153.0438398,504326,6945049
CALAMVALE,CALAMVALE,D2072,CALAMVALE DISTRICT PARK,21664,BALANCE OF PARK,142040,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.6221242,153.0378994,503739,6944655
CALAMVALE,CALAMVALE,D2072,CALAMVALE DISTRICT PARK,21664,BALANCE OF PARK,142045,TAP COMBINATION,BUBBLER & 2 TAPS,-27.6220020,153.0373244,503683,6944669
FOREST LAKE,FOREST LAKE,D1279,THE LAKE PARKLANDS,18415,FRESHWATER CCT PLAYGROUND,6212,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.6204944,152.9630285,496352,6944836
FOREST LAKE,FOREST LAKE,D1279,THE LAKE PARKLANDS,18420,THE ESPLANADE (SANTA CRUZ PL) PICNIC AREA,120645,TAP COMBINATION,BUBBLER & TAP,-27.6253088,152.9651438,496561,6944302
FOREST LAKE,FOREST LAKE,D1566,FOREST LAKE SPORTS FIELDS,23043,COLLEGE AVE DOG OFF LEASH AREA,121257,TAP COMBINATION,BUBBLER & TAP,-27.6191817,152.9716851,497206,6944981
FOREST LAKE,FOREST LAKE,D1566,FOREST LAKE SPORTS FIELDS,23043,COLLEGE AVE DOG OFF LEASH AREA,121258,TAP COMBINATION,BUBBLER & TAP,-27.6191771,152.9717226,497210,6944982
FOREST LAKE,FOREST LAKE,D1683,PRINCETON PLACE PARK,11536,BALANCE OF PARK,120455,TAP COMBINATION,BUBBLER & 2 TAPS,-27.6266601,152.9741294,497448,6944153
FOREST LAKE,FOREST LAKE,D1743,WOOGAROO RESERVE,18278,BRIGHTON PDE PICNIC AREA,27701,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.6306707,152.9771414,497745,6943709
FOREST LAKE,FOREST LAKE,D1799,CLAREMONT PARADE PARK,22966,CLAREMONT PDE MEETING SPACE,120527,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.6314038,152.9733875,497375,6943628
FOREST LAKE,FOREST LAKE,D1862,CENTRAL STREET PARK,18312,CENTRAL ST NETBALL HALF CIRCLE,31508,TAP COMBINATION,DRINKING FOUNTAIN & 2 TAPS,-27.6315926,152.9608321,496136,6943606
CALAMVALE,FOREST LAKE,D2171,SANCTUARY DRIVE PARK,22404,SNOWY RIVER CIRCUIT TENNIS COURT,120624,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.6356538,152.9835292,498375,6943157
CALAMVALE,FOREST LAKE,D2612,EUNGELLA TERRACE PARK,33666,SANCTUARY DRIVE PICNIC AREA,187118,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.6337546,152.9789138,497920,6943367
